Labels,Message
smish,"Okmail: Dear Dave, this is your final notice to collect your 4* Tenerife holidays or #5000 prize in cash! Call 09061743806 from the fixed field. TCS SAE Box326 CW25WX 150ppm"
smish,Free Top Ringtry-Sub on weekly ringtone a free secondary version under 81618-? 3 per week-stop SMS-08718727870
smish,AM NEW 2 Clubs and not FINK that we have still met B gr8 2 C U please leave MSG 2day WIV UR AREA 0909972653 Promised Answer Carlie X calls £ 1/minmobsmore lkpobox177hp51fl
smish,"To review and keep the fantastic deck of N-Gage Games with Club Nokia, go 2 www.cnupdates.com/newsletter. Cancel the registration from the notices Reply with the word"
smish,Your B4U voucher with 27/03 is Marsms. Register at www.b4utele.com to get discount loans. Answers to the answer. Customer call call 08717168528
smish,(Bank of Granite Issues Strong-Buy) Choose explosive for our members ***** on over 300% ********* Nasdaq Cdgt Cdgt symbol that is $ 5.00 for ..
smish,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
smish,We currently have a message awaiting your collection. To collect your message just call 08718723815.
smish,"SPUOK Your MOB with a Halloween collection of a logo and pic message as well as a free uncanny tone, TXT card up to 8007 ZED 08701417012150P per logo/image"
smish,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
smish,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
smish,Lord of the Rings: Return of the King now in the store! LOTR responds until June 2.
smish,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
smish,"Congratulations! 2 Mobile 3G Videophones R Yours. Now call 09063458130! Videochat Wid Your Mates, play Java Games, DLOAD POLYP MUSIC, NOLINE RENTL."
smish,More people damage in their area now. Call the number 0909020448 and join the guys mentally. Why not organize yourself? There is 1 tonight. A £ 1.50 MinaPN LS278B
smish,"For your chance to win a £ 250 in cash every week TXT: Action at 80608. T's & C's www.movitrivia.tv custcare 08712405022, 1x150p / wk"
smish,"I want a cock! My husband is gone, I need a real man 2 who makes me satisfied. Txt woman up to 89938 for no string campaign. (TXT STOP 2 END, TXT REC £ 1.50ea. Otbox 731 La1 7ws.)"
smish,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
smish,Today's Vodafone numbers that end with 4882 are selected to receive a prize of £ 350. If their number corresponds to the number 09064019014 to receive the £ 350 prize.
smish,"Thanks for your ringtone, the reference number X49. Your mobile phone will be loaded 4.50. If your sound does not occur, call customer service at 09065989182"
smish,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
smish,Well done England! Get the official poli call or color flag on your mobile! Text tone or flag at 84199 now! Choose to go out with TXT ENG STOP. Box39822 W111wx £ 1.50
smish,"Someone contacted our dating service and has entered your phone, because you want you! To find out who this is a fixed line 09058098002. POBOX1, W14RG 150P"
smish,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
smish,"Welcome to the United-Mobile-Date this MSG is free by giving you a free call to 08719839835. The future MGS turnover at 150p every day. To cancel the sending \""Go to Fermo\"" to 89123"
smish,Do you want a new video phone? 750 At any time a minute network? Average line rental rental price? Video camera? Answer or call 08000930705 for delivery tomorrow
smish,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
smish,"Hello, if you look 4, Saucy Daytime Fun Wiv Wiv married woman married woman I am free the next talk next week 2"
smish,"Congratulations! 2 mobile videophones 3g r of his. Call 09061744553 now! Videocat with his teammates, plays Java Games, Dload Polyh Music, Noline Rentl. BX420. IP4. 5WE 150pm"
smish,Dating: I had two of them. Only after I sent a text last week to talk about Sport Radio. Do you think every connection?
smish,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
smish,"Please call our customer service representative on 0800 169 6031 between 10 a.m. and 9 p.m., because you have won a price of £ 1000 guaranteed or a price of £ 5000!"
smish,URGENT! Its mobile number has been awarded with a guaranteed £ 2000 award. Call 09058094454 from the fixed line. Claim 3030. Valid only 12 hours
smish,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
smish,"Have you heard of the new \""Barbie Divorce\""? It comes with all Ken's things!"
smish,"18 days in Euro2004 Kickoff! All the latest news and results will be held daily. Design, send a euro stop to 83222."
smish,"Thank you for your subscription to Ringtone Uk your mobile will be charged £ 5/month, confirm answering yes or no. If you answer not, you will not be charged"
smish,"Double minutes and Txts 4 6 months free of charge bluetooth on orange. Available on Sony, Nokia Motorola Telephone. Call Mobileupd8 at 08000839402 or Call2optout/N9dx"
smish,Burger King - Do you want to play in a top stadium Footy? Get 2 Burger King before September 1st and go big or great with Coca-Cola and go off a winner
smish,Do you want to be 2nite? Do you want real dog locations sent directly to your mobile? Join the largest dog network in the United Kingdom. Txt Park at 69696 now! NYT EC2A. 3 lp £ 1.50/msg
smish,"Last possibility! Request good discounts for a value of £ 150 today! Text message workshop at 85023 now! Squab, offers mobile devices! T CS SAMMOB POBX84, M263UZ. £ 3.00 sub. 16"
smish,"Urgent Ur awarded a free trip to Eurodisinc Trav, Assa & Entry41 or £ 1000. To request TXT DIS A 87121 18 + 6 * £ 1.50 (Morefrmob. Shracomorsglsupt) 10, LS1 3AJ"
smish,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
smish,"Romantic Paris. 2 nights, 2 flights from £ 79 Book now 4 next year. Call 08704439680TS E CS."
smish,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
smish,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
smish,"44 7732584351, do you want a new Nokia 3510i color phone delivered by Tourow? With 300 free minutes on any mobile phone + 100 free texts + response to free video camera or call 08000930705."
smish,"Loan for any purpose £ 500 - £ 75,000. The owners + welcome tenants. Have you previously rejected you? We can still help. Call 0800 1956669 for free or send a text message 'help'"
smish,A Christmas reward of £ 400 is waiting for you! Our computer has randomly chosen our loyal mobile customers to receive a reward from £ 400. Simply call 09066380611
smish,4Mths Half Price Rental of Orange Line Rental and the latest Free Chamber Telephones. Did you have your 11Mths+phone? Call MobileDirect for free at 08000938767 to update now! OR2STAPTXT T&CS
smish,"Customer announcement. We recently tried to deliver a delivery to you, but could not be able, please call 07090298926 to re -plan the planning. Ref: 9307622"
smish,You would like to see my XXX photos that are so hot that have been almost prohibited in the United Kingdom!
smish,"Download many call tones that you don't like restrictions, 1000s 2 choose. You can also send 2 years. TXT LORD A 80082 £ 3"
smish,"Rock YR Chik. Get 100 of dirty movies and XXX photos on your phone now. RPLY FILTH A 69669. SARISTAR LTD, E14 9YT 08701752560. 450P for 5 days. Stop2 Cancel"
smish,"Have you ever noticed that when you drive, whoever goes slower than you is an idiot and everyone who guides you faster than you are a maniac?"
smish,PRIVATE! Your 2004 account account for 07742676969 shows 786 non -reduced bonus points. Request for calls 08719180248 Identification code: 45239 is running out
smish,"PRIVATE! Your account declaration from 2003 for <Ton No.> shows 800 points S. I. M. M. not reissued. Call 08715203656 Identifier code: 42049 expires on February 26th, 2004"
smish,Would you like a new video phone? 750 time a few minutes of the network? Half -price rental? Video camera? Answer or call 08000930705 for delivery tomorrow
smish,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
smish,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
smish,Dear subscriber UR Draw 4 £ 100 The gift voucher is inserted after having received a correct one. When was Elvis Presley's birthday? TXT Answer to 80062
smish,Was it 10 months mobile? Update of the latest phone numbers with orange camera/video for free. Save £ S with free weekend calls/calls. Text message yes for a call to return Orno to choose not to participate
smish,"Dear, you were invited to Xchat. This is our last attempt to contact you! TXT chat with 86688"
smish,"MSG for free: Get the so -called \""crazy\"" barkleys \""Crazy\"" totally free, just answer, go to this message right now!"
smish,Sunshine Quiz wkly Q! Win a better DVD Sony player if you know in which country is Algarve? TXT ASR at 82277. £ 1.50 SP: Tyrone
smish,Good morning. We need chic and guy birds for user testing products for Champneys. Can I lower you? I need your address and DOB as soon as possible. Your r
smish,"You won! Your 4* Costa del Sol Holiday or £ 5000 are waiting for the collection. Call 09050090044. Sae, TC S., Pobox334, Stockport, SK38XH, costs £ 1.50/pm, max10 minutes"
smish,You have a secret admirer who is watching 2 contact with U-DES-Find Out Who They R*Reveals who believes you are so special in 09065171142-STOPSMS-08
smish,"They were outbided by Simonwatson5120 on the Shininco DVD -Ply. 2 offer again, visit SMS. AC/SMSROWS 2 -END -Bed notifications, answering"
smish,U 447801259231 Having a secret admirer who is looking for 2 contact with U-Find Out who has revealed who thinks that it is so special at 09058094597
smish,New Textbuddy Chat 2 Horny Guys in its 4 -only 25p 2 area receives a postal search code or in gaytextbuddy.com. Txt a name at 89693
smish,"Orange brings you heroes of heroes of all time, with free success every week! Go to Dumb and photos in Wap. To stop receiving these advice, answer."
smish,"As registered abundance, Pull 4, a gift coupon of £ 100 will have entered a correct year reception. When the next Olympic Games are. Txt years in 80062"
smish,Mobile club: Choose one of the superior quality items for your mobile. 7CFCA1A
smish,"You won! As an estimated Vodafone customer, our computer selected you to win a price of £ 150. It's easy to collect. Just call 09061743386"
smish,"This message is free. Welcome to the new and improved sex & dogging club! To log out of this service, the answer word. Msgs@150p 18 alone"
smish,SMS services for your inclusive text credits PLS Gotto www.comuk.net Login 3qxj9 Disinstript with stop without additional help 08702840625 comuk.220cm2 9ae
smish,"You won! Their 4 * Costa del Sol vacation or £ 5,000 are waiting for the collection. Call 09050090044. SAE, TC S., POBX334, Stockport, SK38XH, costs £ 1.50 / pm, mautes minutes"
smish,Free entry of 1st week 2 TextPod 4 A Luck 2 Win 40 GB iPod or £ 250 in cash each week. TXT Pod at 84128 TS & CS www.textpod.net Custcare 08712405020.
smish,"Free MSG: Gnarls Barkley's \""Crazy\"" ringtone completely free."
smish,"URGENT! Your cell phone received a bonus call prize of £ 1,500 on June 27th, 2003. Our last attempt 2 contact you! Call 08714714011"
smish,"U R Subscribed 2 Textcomps 250 WKLY COM. Follow the free 1st WK question, wks later loaded@150p/msg.2 Unscription TXT stop 2 84128, custcare 08712405020"
smish,"Gay hungry feel hungry and more, now. Call 08718730555 only 10p/min. To stop text messages, call 08712460324 (10p/min)"
smish,"You have won a guaranteed prize of £ 1000 or an £ 2000 prize. To claim your prize, call our customer service representative at 08714712379 between 10 a.m. and the 7 p.m."
smish,Natalja (25/f) invites you to be her friend. Answer JA-440 or No. 440 See you: www.sms.ac/u/nat27081980 stop? Send FND stop at 62468
smish,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
smish,Goldviking (29/m) invites you to be his friend. Answer JA-762 or No. 762 See him: www.sms.ac/u/goldviking stop? Send Stop Frnd to 62468
